customer_id,transaction_date,city,customers,purchase
55,2023-12-10,Bogor,casual,885
67,2023-03-23,Jakarta,casual,970
82,2023-02-11,Tangerang,casual,860
83,2023-03-18,Bogor,casual,830
80,2023-12-21,Bogor,casual,750
62,2023-06-26,Bekasi,casual,940
58,2023-03-26,Jakarta,member,890
66,2023-06-07,Bekasi,member,1040
99,2023-12-03,Bogor,member,815
59,2023-04-27,Jakarta,member,845
60,2023-02-26,Tangerang,casual,910
82,2023-09-02,Depok,casual,875
93,2023-05-16,Depok,member,795
86,2023-02-14,Bekasi,member,890
93,2023-07-13,Depok,casual,835
63,2023-11-20,Tangerang,member,795
76,2023-08-17,Bogor,casual,825
76,2023-04-19,Jakarta,member,835
80,2023-03-17,Tangerang,casual,845
92,2023-12-23,Tangerang,casual,925
96,2023-02-17,Depok,casual,900
67,2023-03-07,Bekasi,casual,815
59,2023-06-30,Bogor,member,800
92,2023-08-05,Tangerang,casual,680
65,2023-09-09,Jakarta,member,875
95,2023-06-06,Depok,casual,840
63,2023-12-06,Depok,member,880
65,2023-03-23,Bogor,casual,755
90,2023-05-17,Bogor,member,795
86,2023-05-18,Depok,member,905
65,2023-09-26,Tangerang,casual,955
93,2023-06-29,Bekasi,casual,830
51,2023-11-26,Bogor,member,860
82,2023-03-11,Bogor,member,835
58,2023-06-12,Bogor,member,785
94,2023-07-18,Depok,member,925
54,2023-02-08,Bekasi,member,905
54,2023-07-07,Tangerang,member,900
57,2023-12-27,Bogor,casual,935
77,2023-12-20,Depok,member,875
58,2023-09-10,Bogor,member,795
83,2023-04-27,Tangerang,member,695
85,2023-08-28,Bekasi,casual,1010
96,2023-02-12,Bekasi,casual,1040
81,2023-03-13,Bogor,casual,1040
55,2023-11-20,Bekasi,casual,860
64,2023-09-11,Tangerang,member,1065
55,2023-07-31,Bogor,casual,890
55,2023-07-16,Tangerang,casual,910
95,2023-05-26,Tangerang,casual,940
91,2023-08-04,Bogor,member,815
87,2023-03-25,Bekasi,member,745
67,2023-10-16,Bogor,casual,885
70,2023-09-14,Bekasi,member,1025
87,2023-11-04,Depok,member,825
99,2023-04-06,Depok,member,725
85,2023-09-14,Jakarta,member,940
87,2023-10-19,Bekasi,member,835
87,2023-05-16,Bekasi,casual,685
65,2023-02-18,Bekasi,casual,965
75,2023-05-22,Depok,member,955
73,2023-09-22,Depok,casual,875
67,2023-03-23,Depok,casual,730
61,2023-08-20,Tangerang,member,1025
82,2023-10-28,Bekasi,casual,810
81,2023-02-14,Jakarta,member,890
58,2023-06-19,Bekasi,member,715
90,2023-05-30,Bekasi,member,700
85,2023-02-06,Tangerang,casual,1050
72,2023-10-09,Tangerang,member,810
67,2023-04-27,Bogor,casual,800
62,2023-12-26,Bogor,member,895
65,2023-03-02,Bekasi,casual,840
97,2023-10-10,Bogor,member,930
77,2023-10-16,Bogor,casual,830
84,2023-06-25,Bogor,member,825
99,2023-11-11,Jakarta,casual,755
63,2023-06-07,Jakarta,member,905
94,2023-04-21,Depok,member,1070
85,2023-05-29,Tangerang,member,830
83,2023-11-15,Depok,member,870
58,2023-06-17,Tangerang,member,875
70,2023-05-07,Depok,member,790
70,2023-11-20,Bekasi,member,940
94,2023-04-16,Tangerang,member,980
63,2023-05-21,Bogor,casual,885
59,2023-11-27,Bekasi,member,815
61,2023-04-29,Tangerang,casual,840
77,2023-07-27,Tangerang,member,945
95,2023-09-12,Tangerang,member,970
87,2023-09-27,Depok,casual,780
60,2023-10-19,Depok,casual,1015
77,2023-10-23,Bogor,member,990
87,2023-03-12,Depok,casual,830
67,2023-02-10,Jakarta,casual,770
61,2023-08-17,Depok,casual,830
57,2023-02-03,Bekasi,casual,745
55,2023-03-06,Tangerang,member,910
53,2023-07-26,Bogor,casual,1025
81,2023-05-03,Depok,member,745
54,2023-07-28,Jakarta,casual,930
96,2023-10-02,Jakarta,casual,985
54,2023-03-15,Bogor,casual,940
90,2023-12-10,Depok,casual,800
90,2023-07-13,Bekasi,casual,815
92,2023-10-04,Depok,member,865
70,2023-08-07,Bogor,casual,850
55,2023-11-23,Bekasi,casual,895
51,2023-04-08,Jakarta,casual,755
96,2023-06-30,Depok,casual,720
77,2023-09-20,Jakarta,member,855
65,2023-07-31,Depok,casual,1105
64,2023-12-16,Tangerang,member,795
77,2023-08-02,Depok,member,950
85,2023-03-31,Tangerang,member,825
77,2023-06-01,Depok,casual,845
62,2023-03-12,Bogor,casual,910
98,2023-10-22,Depok,member,970
77,2023-12-25,Tangerang,member,965
81,2023-10-12,Depok,member,825
95,2023-10-17,Tangerang,member,920
63,2023-07-20,Depok,member,930
95,2023-12-12,Tangerang,member,875
51,2023-02-15,Depok,casual,800
51,2023-06-21,Depok,member,860
75,2023-02-21,Bogor,member,840
87,2023-06-18,Jakarta,member,855
67,2023-11-16,Tangerang,member,810
61,2023-02-18,Bogor,member,970
86,2023-03-22,Bekasi,casual,705
94,2023-03-07,Depok,casual,680
62,2023-04-02,Bogor,member,875
86,2023-06-09,Depok,casual,730
62,2023-10-21,Jakarta,member,770
93,2023-04-22,Jakarta,casual,945
61,2023-06-11,Jakarta,member,795
58,2023-07-03,Bogor,casual,795
51,2023-02-23,Tangerang,casual,795
63,2023-05-02,Depok,casual,860
92,2023-07-25,Jakarta,member,765
90,2023-06-09,Tangerang,casual,785
76,2023-05-24,Bekasi,casual,900
96,2023-06-04,Tangerang,casual,970
92,2023-06-13,Depok,member,950
59,2023-09-17,Tangerang,casual,1005
62,2023-07-12,Tangerang,casual,870
69,2023-02-26,Bogor,casual,780
79,2023-05-25,Jakarta,casual,980
65,2023-12-14,Jakarta,casual,820
65,2023-03-12,Depok,member,830
51,2023-09-06,Depok,member,810
93,2023-12-31,Bekasi,member,845
63,2023-11-21,Bogor,member,915
59,2023-04-21,Bogor,casual,835
81,2023-02-28,Bekasi,casual,935
63,2023-07-25,Jakarta,member,675
69,2023-02-04,Bogor,casual,665
51,2023-10-31,Depok,member,1040
83,2023-06-03,Tangerang,casual,835
86,2023-11-20,Jakarta,member,1020
63,2023-12-11,Bogor,member,835
66,2023-09-05,Jakarta,member,940
86,2023-07-31,Bekasi,casual,860
65,2023-12-16,Depok,casual,655
75,2023-08-19,Tangerang,member,1040
80,2023-09-27,Jakarta,member,885
96,2023-06-06,Jakarta,member,755
77,2023-05-14,Bekasi,member,775
77,2023-08-08,Bekasi,casual,675
86,2023-08-19,Bogor,casual,925
51,2023-03-02,Bogor,member,1010
95,2023-06-08,Bekasi,member,865
55,2023-10-16,Depok,member,785
89,2023-09-07,Bogor,casual,815
93,2023-05-12,Bekasi,member,655
95,2023-02-19,Tangerang,casual,730
94,2023-04-12,Bogor,member,880
63,2023-02-01,Bekasi,casual,1085
51,2023-05-30,Tangerang,casual,810
70,2023-05-05,Bekasi,member,860
69,2023-06-29,Bogor,casual,750
97,2023-02-18,Bogor,casual,815
87,2023-09-06,Jakarta,member,745
77,2023-08-01,Bogor,casual,920
96,2023-04-13,Tangerang,casual,755
82,2023-05-19,Tangerang,casual,895
58,2023-03-01,Tangerang,member,965
66,2023-07-21,Bekasi,casual,1075
55,2023-09-16,Tangerang,member,835
58,2023-07-25,Jakarta,casual,730
82,2023-12-19,Depok,member,905
98,2023-07-20,Depok,member,810
93,2023-08-22,Tangerang,casual,865
65,2023-12-19,Depok,member,795
85,2023-05-07,Bekasi,member,970
77,2023-03-01,Jakarta,member,1010
93,2023-06-06,Tangerang,casual,745
81,2023-10-18,Bogor,member,850
79,2023-12-30,Bekasi,member,805
92,2023-08-27,Tangerang,casual,860
90,2023-09-29,Jakarta,member,860
94,2023-09-29,Bogor,casual,870
59,2023-08-18,Bogor,casual,900
81,2023-11-12,Tangerang,member,810
69,2023-04-23,Bekasi,member,845
74,2023-03-14,Bogor,casual,745
65,2023-03-15,Tangerang,member,855
68,2023-03-26,Bogor,member,815
86,2023-08-08,Bogor,casual,900
65,2023-08-23,Depok,member,745
70,2023-08-11,Depok,member,1030
90,2023-04-14,Jakarta,casual,825
90,2023-12-27,Jakarta,casual,880
61,2023-06-14,Depok,casual,1045
55,2023-04-08,Tangerang,casual,760
93,2023-09-28,Bogor,member,750
66,2023-11-23,Bogor,casual,790
90,2023-08-03,Depok,member,750
53,2023-10-06,Jakarta,casual,845
86,2023-03-06,Bekasi,member,895
66,2023-04-28,Tangerang,casual,815
55,2023-02-10,Bekasi,member,805
67,2023-09-26,Depok,member,870
54,2023-03-06,Tangerang,member,805
79,2023-04-19,Bogor,member,835
65,2023-07-15,Bogor,casual,1145
63,2023-11-29,Jakarta,member,890
93,2023-05-15,Bekasi,member,930
51,2023-03-02,Tangerang,casual,960
99,2023-03-20,Bekasi,member,770
75,2023-11-13,Depok,member,760
100,2023-04-03,Depok,member,830
98,2023-11-02,Jakarta,member,820
89,2023-06-08,Bekasi,member,790
66,2023-05-03,Jakarta,casual,885
65,2023-06-06,Depok,casual,750
85,2023-11-17,Tangerang,member,745
86,2023-05-07,Bekasi,casual,980
71,2023-04-29,Jakarta,member,1035
90,2023-05-02,Bekasi,casual,840
54,2023-04-03,Depok,casual,860
64,2023-05-12,Tangerang,member,715
54,2023-02-09,Depok,member,890
72,2023-06-08,Bekasi,casual,785
98,2023-07-22,Bekasi,member,930
81,2023-09-29,Tangerang,member,920
92,2023-12-30,Bogor,casual,915
59,2023-02-24,Depok,casual,890
90,2023-07-31,Tangerang,casual,790
82,2023-04-26,Tangerang,casual,950
65,2023-09-16,Bekasi,member,985
87,2023-10-02,Depok,casual,1075
81,2023-04-28,Bekasi,member,980
58,2023-04-22,Tangerang,member,920
91,2023-02-10,Jakarta,casual,965
98,2023-12-04,Depok,member,830
59,2023-06-08,Bekasi,member,755
63,2023-11-09,Jakarta,member,960
86,2023-05-01,Tangerang,member,800
59,2023-12-12,Depok,casual,870
54,2023-09-26,Bekasi,member,985
96,2023-03-05,Tangerang,member,815
96,2023-08-07,Jakarta,casual,950
86,2023-02-19,Depok,casual,865
81,2023-06-06,Bogor,member,830
65,2023-11-26,Tangerang,member,800
82,2023-10-31,Jakarta,member,940
54,2023-09-17,Depok,casual,790
94,2023-02-25,Jakarta,casual,820
76,2023-02-20,Jakarta,member,915
94,2023-10-10,Bogor,member,905
59,2023-11-30,Tangerang,member,735
70,2023-04-07,Jakarta,casual,930
87,2023-11-29,Bekasi,member,770
65,2023-02-08,Bogor,casual,1000
60,2023-07-23,Depok,casual,695
92,2023-07-05,Tangerang,casual,710
54,2023-08-19,Jakarta,casual,795
67,2023-06-22,Bogor,casual,830
53,2023-05-19,Bekasi,member,830
96,2023-11-29,Tangerang,casual,760
59,2023-05-15,Bogor,member,1055
54,2023-06-11,Tangerang,member,1030
58,2023-07-31,Bogor,member,820
94,2023-03-15,Bekasi,casual,845
61,2023-06-01,Depok,member,610
84,2023-06-13,Bogor,member,870
77,2023-03-19,Bogor,member,885
99,2023-04-11,Jakarta,casual,795
83,2023-12-02,Depok,member,720
54,2023-11-18,Bekasi,member,870
51,2023-10-15,Jakarta,casual,835
90,2023-08-28,Tangerang,casual,765
59,2023-05-28,Bekasi,member,905
98,2023-06-27,Tangerang,casual,965
69,2023-09-05,Depok,member,780
95,2023-05-17,Bekasi,member,890
93,2023-02-08,Bekasi,casual,825
67,2023-08-19,Tangerang,member,885
76,2023-09-13,Bekasi,member,905
90,2023-03-28,Tangerang,member,890
85,2023-07-01,Tangerang,member,955
97,2023-03-14,Depok,member,990
97,2023-03-26,Bekasi,member,880
98,2023-03-24,Bekasi,member,970
66,2023-08-10,Bekasi,member,875
67,2023-02-05,Jakarta,member,985
65,2023-05-17,Tangerang,member,915
68,2023-11-28,Jakarta,member,845
51,2023-05-03,Jakarta,casual,820
59,2023-06-24,Bogor,member,805
60,2023-08-05,Bekasi,casual,760
98,2023-07-27,Jakarta,casual,870
52,2023-12-31,Jakarta,casual,910
96,2023-11-01,Bekasi,member,855
54,2023-02-03,Bogor,casual,1140
69,2023-08-30,Jakarta,casual,775
90,2023-09-13,Depok,member,815
55,2023-05-20,Bogor,casual,925
66,2023-02-05,Jakarta,member,850
59,2023-07-21,Tangerang,member,675
69,2023-11-11,Bekasi,casual,750
67,2023-04-23,Bekasi,member,845
74,2023-12-17,Jakarta,member,910
86,2023-06-26,Tangerang,member,1010
62,2023-10-05,Depok,casual,1015
91,2023-12-23,Depok,member,875
85,2023-11-03,Bogor,member,930
77,2023-09-02,Tangerang,member,795
64,2023-07-08,Bekasi,casual,815
62,2023-12-01,Bekasi,casual,835
52,2023-03-26,Bekasi,casual,990
96,2023-12-17,Bekasi,casual,855
62,2023-05-17,Depok,casual,950
58,2023-10-06,Bekasi,member,940
67,2023-10-19,Jakarta,casual,995
94,2023-08-27,Bogor,casual,725
99,2023-02-23,Depok,casual,885
95,2023-03-20,Depok,member,880
59,2023-03-11,Bekasi,casual,880
91,2023-08-10,Jakarta,casual,795
83,2023-10-11,Depok,casual,820
58,2023-04-19,Depok,member,715
70,2023-05-06,Bekasi,casual,690
87,2023-11-19,Tangerang,casual,800
87,2023-02-07,Depok,casual,780
91,2023-07-27,Depok,member,795
53,2023-05-21,Bogor,member,895
59,2023-06-04,Depok,casual,775
55,2023-04-08,Depok,member,930
94,2023-11-14,Bekasi,member,990
55,2023-03-03,Tangerang,casual,850
83,2023-08-04,Tangerang,member,810
88,2023-04-21,Depok,member,810
67,2023-11-11,Jakarta,member,905
51,2023-12-08,Tangerang,casual,970
87,2023-02-15,Jakarta,casual,855
75,2023-10-19,Tangerang,member,905
62,2023-11-05,Tangerang,casual,795
70,2023-03-19,Bogor,casual,835
66,2023-03-14,Bogor,casual,865
90,2023-10-08,Bogor,member,780
85,2023-06-24,Bekasi,member,895
91,2023-08-01,Depok,member,840
77,2023-09-26,Depok,member,930
63,2023-11-13,Bogor,member,950
81,2023-07-11,Bogor,casual,815
81,2023-04-02,Tangerang,casual,820
58,2023-11-03,Bogor,casual,765
93,2023-08-18,Bekasi,member,835
75,2023-06-21,Bogor,casual,1030
58,2023-05-01,Bogor,casual,935
83,2023-03-14,Depok,member,940
54,2023-07-23,Depok,casual,785
90,2023-09-03,Tangerang,casual,850
88,2023-08-01,Jakarta,casual,820
93,2023-12-30,Bogor,casual,845
61,2023-09-02,Bekasi,member,885
62,2023-12-25,Bogor,casual,845
57,2023-09-14,Tangerang,member,810
51,2023-04-18,Jakarta,casual,945
52,2023-05-22,Depok,casual,805
90,2023-11-18,Tangerang,member,745
88,2023-07-17,Depok,member,800
71,2023-03-07,Depok,member,1065
69,2023-11-05,Bogor,casual,760
53,2023-10-31,Depok,member,865
64,2023-09-08,Bogor,casual,965
61,2023-10-21,Jakarta,member,845
55,2023-08-26,Jakarta,member,840
59,2023-12-25,Tangerang,member,885
96,2023-08-25,Bekasi,casual,880
94,2023-08-27,Bogor,casual,1020
82,2023-05-05,Bogor,casual,795
53,2023-09-14,Depok,casual,920
56,2023-06-25,Depok,member,890
61,2023-04-29,Jakarta,casual,1025
86,2023-05-24,Depok,casual,940
59,2023-03-09,Jakarta,casual,920
64,2023-09-08,Tangerang,casual,950
82,2023-08-12,Jakarta,member,880
54,2023-11-21,Tangerang,casual,755
91,2023-07-18,Depok,casual,815
62,2023-05-16,Tangerang,casual,900
95,2023-05-31,Tangerang,member,870
99,2023-06-08,Bogor,casual,980
70,2023-05-22,Bekasi,casual,810
58,2023-06-04,Depok,casual,860
84,2023-08-16,Bogor,casual,825
81,2023-07-09,Tangerang,member,880
111,2023-07-19,Depok,casual,730
135,2023-07-21,Bogor,casual,865
112,2023-07-16,Depok,member,970
134,2023-11-15,Depok,member,955
150,2023-09-23,Jakarta,casual,820
128,2023-10-16,Tangerang,member,835
118,2023-10-03,Depok,casual,820
139,2023-09-15,Bogor,member,895
138,2023-05-01,Tangerang,member,885
150,2023-05-24,Bogor,casual,940
131,2023-05-01,Depok,member,885
113,2023-07-14,Jakarta,member,1105
133,2023-11-02,Bogor,member,920
103,2023-10-04,Tangerang,member,835
109,2023-06-01,Jakarta,member,905
147,2023-05-05,Jakarta,casual,1005
124,2023-08-18,Bekasi,member,835
103,2023-07-19,Depok,casual,725
120,2023-06-26,Bogor,casual,825
113,2023-11-17,Bogor,member,975
111,2023-12-08,Bekasi,member,680
103,2023-11-06,Bogor,casual,945
148,2023-06-20,Jakarta,casual,1070
128,2023-12-04,Jakarta,casual,995
114,2023-08-30,Bekasi,casual,940
119,2023-11-04,Tangerang,casual,865
138,2023-11-11,Depok,casual,980
112,2023-07-14,Depok,member,815
147,2023-03-30,Jakarta,casual,790
114,2023-08-03,Bekasi,casual,760
138,2023-09-24,Bogor,member,990
117,2023-05-15,Bogor,member,910
138,2023-11-23,Depok,casual,705
146,2023-03-15,Bogor,casual,960
105,2023-06-06,Jakarta,member,790
128,2023-05-19,Depok,casual,840
145,2023-12-08,Depok,member,810
114,2023-08-27,Tangerang,member,855
102,2023-08-13,Tangerang,member,980
141,2023-05-14,Depok,member,855
125,2023-05-07,Depok,casual,885
134,2023-06-03,Depok,casual,720
127,2023-10-08,Jakarta,member,905
135,2023-12-13,Bogor,member,975
104,2023-10-09,Bekasi,casual,910
138,2023-05-22,Jakarta,casual,965
139,2023-05-15,Jakarta,member,820
123,2023-07-17,Bekasi,member,800
119,2023-07-14,Tangerang,casual,830
133,2023-04-19,Bekasi,member,825
119,2023-05-03,Tangerang,casual,770
147,2023-07-09,Tangerang,member,810
140,2023-11-25,Depok,casual,960
127,2023-03-21,Depok,member,925
150,2023-07-05,Depok,casual,1020
112,2023-05-12,Jakarta,casual,755
128,2023-04-24,Bogor,member,795
114,2023-04-26,Bogor,casual,975
108,2023-10-31,Bogor,casual,835
120,2023-04-24,Bogor,casual,700
148,2023-10-21,Bogor,casual,800
138,2023-04-22,Bekasi,member,945
121,2023-12-17,Depok,member,820
114,2023-05-11,Depok,casual,765
134,2023-11-04,Depok,member,975
144,2023-11-10,Jakarta,member,895
132,2023-08-15,Jakarta,member,915
114,2023-12-30,Jakarta,member,925
142,2023-07-21,Tangerang,casual,1015
132,2023-12-10,Tangerang,casual,945
140,2023-09-21,Jakarta,casual,975
143,2023-09-09,Tangerang,casual,885
125,2023-08-20,Bogor,member,845
148,2023-06-29,Tangerang,casual,900
127,2023-04-24,Bekasi,member,890
109,2023-04-21,Tangerang,member,865
107,2023-08-28,Tangerang,member,935
122,2023-06-10,Tangerang,member,900
121,2023-04-06,Bogor,member,730
103,2023-07-26,Jakarta,member,890
130,2023-07-07,Tangerang,casual,845
102,2023-12-12,Bogor,member,850
123,2023-11-03,Tangerang,casual,950
124,2023-04-26,Jakarta,member,840
131,2023-06-15,Tangerang,casual,890
139,2023-12-13,Bekasi,casual,1085
111,2023-07-14,Tangerang,member,935
134,2023-06-22,Tangerang,casual,825
113,2023-07-30,Bekasi,casual,915
132,2023-05-08,Depok,casual,860
142,2023-10-26,Depok,casual,1020
120,2023-11-09,Bogor,casual,980
131,2023-10-03,Jakarta,member,770
102,2023-11-05,Tangerang,casual,1025
123,2023-03-05,Depok,member,815
113,2023-04-22,Tangerang,casual,805
150,2023-11-23,Depok,member,855
145,2023-03-22,Jakarta,member,740
149,2023-03-06,Depok,casual,745
103,2023-12-10,Bekasi,member,955
120,2023-05-28,Bekasi,member,765
150,2023-04-16,Tangerang,member,870
138,2023-06-24,Jakarta,member,795
121,2023-12-20,Jakarta,member,875
117,2023-12-25,Bogor,casual,925
137,2023-10-05,Depok,casual,765
107,2023-06-03,Bogor,member,895
111,2023-12-23,Bogor,casual,615
107,2023-10-18,Tangerang,member,800
145,2023-09-16,Jakarta,member,915
139,2023-05-28,Tangerang,casual,820
130,2023-10-23,Bekasi,member,905
126,2023-05-18,Depok,casual,650
110,2023-05-26,Depok,member,920
147,2023-10-19,Depok,casual,870
103,2023-08-31,Tangerang,member,1000
130,2023-07-03,Bekasi,casual,795
120,2023-04-28,Jakarta,casual,770
114,2023-05-07,Depok,casual,745
119,2023-11-23,Tangerang,member,805
149,2023-05-31,Bogor,casual,865
122,2023-08-29,Tangerang,member,1035
126,2023-08-01,Jakarta,casual,730
131,2023-04-11,Tangerang,casual,890
110,2023-06-05,Depok,casual,855
128,2023-09-26,Bogor,member,865
123,2023-07-27,Jakarta,member,985
130,2023-11-16,Bogor,member,890
147,2023-08-24,Jakarta,casual,950
132,2023-12-28,Tangerang,casual,810
109,2023-03-17,Tangerang,member,865
110,2023-08-02,Bogor,casual,805
126,2023-03-25,Jakarta,casual,780
103,2023-12-15,Bogor,member,895
147,2023-11-02,Bekasi,member,805
101,2023-10-04,Bekasi,casual,745
128,2023-06-05,Bogor,casual,805
118,2023-04-06,Jakarta,casual,895
134,2023-06-25,Bogor,casual,830
137,2023-07-04,Depok,casual,865
128,2023-07-25,Depok,casual,870
103,2023-03-31,Bogor,member,745
141,2023-08-10,Depok,member,1065
128,2023-07-01,Bogor,member,955
125,2023-09-17,Bekasi,member,935
104,2023-07-15,Depok,casual,870
102,2023-06-14,Bogor,casual,805
132,2023-10-08,Depok,member,785
140,2023-12-03,Bogor,member,855
133,2023-12-05,Bekasi,casual,920
122,2023-05-01,Depok,member,785
137,2023-08-02,Bogor,casual,815
148,2023-04-04,Bogor,member,750
143,2023-04-20,Depok,casual,785
107,2023-11-01,Bogor,casual,870
102,2023-06-27,Bogor,casual,705
126,2023-05-20,Bekasi,casual,925
148,2023-03-13,Jakarta,member,830
131,2023-09-09,Depok,casual,925
128,2023-11-09,Jakarta,member,1010
132,2023-04-28,Depok,casual,685
111,2023-05-17,Jakarta,member,965
112,2023-07-25,Depok,casual,875
126,2023-05-23,Tangerang,member,925
136,2023-05-19,Depok,member,890
148,2023-11-22,Jakarta,casual,775
107,2023-10-24,Tangerang,casual,930
126,2023-05-09,Tangerang,member,855
111,2023-05-27,Bogor,member,945
103,2023-07-29,Bekasi,member,820
111,2023-03-14,Depok,member,895
133,2023-08-14,Bogor,member,865
138,2023-08-03,Bogor,member,1055
118,2023-03-05,Bogor,casual,1140
124,2023-03-22,Jakarta,member,925
117,2023-12-08,Bogor,member,900
126,2023-11-07,Bekasi,member,795
105,2023-12-23,Tangerang,casual,805
122,2023-06-10,Jakarta,casual,735
135,2023-07-17,Tangerang,casual,910
119,2023-10-18,Bogor,casual,750
142,2023-05-01,Depok,member,1010
146,2023-09-13,Jakarta,casual,750
128,2023-04-13,Jakarta,casual,970
133,2023-06-03,Depok,casual,845
137,2023-07-04,Bogor,member,850
119,2023-07-08,Tangerang,member,1110
116,2023-08-17,Depok,casual,785
114,2023-06-28,Depok,member,865
110,2023-05-11,Jakarta,member,915
148,2023-08-26,Jakarta,member,910
137,2023-04-18,Jakarta,member,770
146,2023-08-14,Jakarta,member,825
113,2023-04-13,Jakarta,casual,800
135,2023-03-29,Tangerang,casual,880
104,2023-12-16,Jakarta,member,1110
150,2023-03-08,Bogor,casual,900
133,2023-10-12,Jakarta,casual,725
123,2023-03-12,Bekasi,member,625
142,2023-05-29,Bogor,casual,945
126,2023-03-22,Depok,member,800
146,2023-05-19,Jakarta,member,835
109,2023-10-25,Bogor,member,895
131,2023-03-05,Depok,casual,685
134,2023-06-11,Tangerang,member,875
148,2023-07-07,Bogor,casual,870
141,2023-06-27,Depok,member,875
147,2023-09-07,Depok,casual,735
109,2023-04-05,Tangerang,member,965
124,2023-07-21,Jakarta,casual,1055
108,2023-05-21,Depok,member,865
146,2023-04-06,Depok,casual,730
103,2023-08-04,Depok,member,845
112,2023-07-16,Jakarta,member,920
137,2023-11-24,Depok,member,905
113,2023-05-24,Bogor,member,920
131,2023-08-13,Depok,member,1010
111,2023-09-15,Tangerang,member,645
140,2023-04-18,Depok,member,920
138,2023-04-30,Bogor,member,735
115,2023-03-05,Depok,casual,885
125,2023-05-03,Bekasi,member,855
120,2023-12-15,Tangerang,casual,860
114,2023-06-10,Bekasi,member,690
138,2023-04-10,Jakarta,member,875
103,2023-12-29,Depok,casual,970
134,2023-03-19,Bekasi,casual,885
144,2023-10-16,Bogor,member,925
103,2023-12-28,Tangerang,casual,915
120,2023-07-03,Bekasi,casual,955
130,2023-12-24,Depok,casual,1015
113,2023-07-04,Tangerang,casual,1075
107,2023-11-22,Jakarta,member,960
116,2023-10-03,Bekasi,casual,790
138,2023-03-08,Depok,member,895
148,2023-09-14,Bogor,casual,935
119,2023-10-12,Jakarta,casual,920
135,2023-05-03,Bogor,casual,640
106,2023-07-01,Depok,casual,775
110,2023-07-06,Depok,casual,890
132,2023-12-31,Jakarta,member,815
108,2023-06-25,Tangerang,casual,935
134,2023-11-07,Bogor,casual,820
102,2023-09-30,Bogor,casual,800
124,2023-03-08,Bogor,casual,905
135,2023-03-18,Bekasi,member,735
125,2023-03-31,Depok,casual,865
128,2023-11-20,Bekasi,member,670
131,2023-11-08,Jakarta,member,940
136,2023-08-25,Bogor,member,895
145,2023-04-27,Jakarta,casual,795
132,2023-10-03,Bogor,casual,860
117,2023-06-08,Bogor,member,940
150,2023-09-13,Bogor,member,850
133,2023-06-26,Jakarta,member,960
105,2023-09-17,Bogor,member,890
105,2023-09-02,Tangerang,member,1050
116,2023-06-02,Jakarta,member,855
128,2023-06-22,Jakarta,casual,940
150,2023-07-11,Bogor,member,885
126,2023-08-25,Tangerang,member,780
103,2023-05-13,Depok,member,890
123,2023-07-18,Depok,member,870
116,2023-03-30,Jakarta,member,875
147,2023-03-02,Depok,casual,845
111,2023-10-05,Tangerang,casual,815
134,2023-11-02,Bogor,member,1085
122,2023-11-30,Depok,casual,765
125,2023-09-03,Bogor,member,775
143,2023-12-26,Bogor,casual,740
116,2023-03-11,Depok,member,955
131,2023-04-04,Depok,casual,845
126,2023-04-30,Depok,casual,790
141,2023-07-27,Bekasi,casual,950
150,2023-12-06,Tangerang,member,850
126,2023-08-30,Bogor,casual,715
125,2023-07-08,Bogor,casual,945
137,2023-10-12,Jakarta,casual,865
105,2023-05-09,Bogor,member,935
111,2023-04-07,Bogor,casual,795
117,2023-12-30,Bogor,casual,955
107,2023-07-27,Bogor,casual,830
148,2023-10-14,Jakarta,casual,770
113,2023-03-25,Tangerang,casual,805
107,2023-07-28,Bekasi,member,860
122,2023-09-20,Bogor,member,1070
127,2023-04-01,Bogor,member,825
132,2023-05-28,Bogor,member,840
150,2023-10-19,Bekasi,casual,895
125,2023-07-30,Bogor,casual,865
137,2023-12-21,Depok,member,930
114,2023-11-27,Bekasi,casual,835
104,2023-08-21,Tangerang,member,810
132,2023-06-01,Bekasi,casual,765
111,2023-10-22,Depok,member,830
133,2023-12-31,Depok,member,880
133,2023-11-19,Jakarta,member,805
148,2023-03-02,Bogor,casual,815
108,2023-04-09,Bogor,casual,675
134,2023-03-29,Bogor,member,960
121,2023-11-27,Bekasi,member,905
122,2023-09-11,Bekasi,member,795
140,2023-07-28,Tangerang,member,785
107,2023-08-07,Bekasi,casual,895
148,2023-08-04,Depok,casual,975
126,2023-07-03,Bogor,member,820
125,2023-10-02,Bogor,member,755
104,2023-04-13,Depok,member,885
111,2023-09-21,Tangerang,casual,1035
119,2023-07-10,Jakarta,member,990
113,2023-04-18,Jakarta,casual,1040
113,2023-06-24,Bekasi,member,1020
121,2023-06-26,Tangerang,casual,730
128,2023-10-01,Bekasi,casual,715
127,2023-05-23,Tangerang,member,930
109,2023-07-05,Jakarta,casual,720
113,2023-04-12,Bogor,casual,825
144,2023-11-22,Bekasi,member,960
101,2023-12-22,Depok,casual,745
137,2023-05-13,Tangerang,casual,770
148,2023-07-09,Jakarta,casual,905
124,2023-04-11,Depok,member,1100
118,2023-07-26,Tangerang,casual,970
143,2023-10-10,Bogor,member,975
115,2023-11-04,Jakarta,casual,930
103,2023-11-11,Bekasi,member,865
114,2023-05-23,Bogor,member,675
147,2023-05-07,Tangerang,casual,1135
126,2023-06-22,Bekasi,member,860
133,2023-05-12,Depok,member,945
